source,method,k,kendall_tau_context_mean,kendall_tau_pair_weighted,jaccard_context_mean,jaccard_micro,intersection,union
sgfn,linear__context_family_percentile,20,0.8833994696201386,0.8832311143650483,0.9406145372663939,0.937936521969764,10609,11311
sgfn,linear__context_family_percentile,50,0.8833994696201386,0.8832311143650483,0.9298287525243021,0.9282874133502235,26381,28419
sgfn,linear__context_family_percentile,100,0.8833994696201386,0.8832311143650483,0.913647134585132,0.9125396991589013,52294,57306
sgfn,mlp__identity,5,1.0,1.0,1.0,1.0,2740,2740
sgfn,mlp__identity,10,1.0,1.0,1.0,1.0,5480,5480
sgfn,mlp__identity,20,1.0,1.0,1.0,1.0,10960,10960
sgfn,mlp__identity,50,1.0,1.0,1.0,1.0,27400,27400
sgfn,mlp__identity,100,1.0,1.0,1.0,1.0,54800,54800
sgfn,mlp__power_0p5,5,0.9392180569848061,0.9385525974993969,1.0,1.0,2740,2740
sgfn,mlp__power_0p5,10,0.9392180569848061,0.9385525974993969,0.999668214996682,0.999635103083379,5479,5481
sgfn,mlp__power_0p5,20,0.9392180569848061,0.9385525974993969,0.9955446013840175,0.995266703076643,10934,10986
sgfn,mlp__power_0p5,50,0.9392180569848061,0.9385525974993969,0.9844998787921089,0.9841413519678482,27181,27619
sgfn,mlp__power_0p5,100,0.9392180569848061,0.9385525974993969,0.9679609621484633,0.967613371153639,53898,55702
sgfn,mlp__power_2,5,0.9469281036812683,0.9458005511631463,1.0,1.0,2740,2740
sgfn,mlp__power_2,10,0.9469281036812683,0.9458005511631463,0.9990046449900465,0.9989057085537115,5477,5483
sgfn,mlp__power_2,20,0.9469281036812683,0.9458005511631463,0.9951812178089552,0.9949035311248635,10932,10988
sgfn,mlp__power_2,50,0.9469281036812683,0.9458005511631463,0.9860121442851906,0.985651134140155,27202,27598
sgfn,mlp__power_2,100,0.9469281036812683,0.9458005511631463,0.9700974394495469,0.9697350921965422,53958,55642
sgfn,mlp__power_4,5,0.9120644046705932,0.910218165701357,1.0,1.0,2740,2740
sgfn,mlp__power_4,10,0.9120644046705932,0.910218165701357,0.9983410749834106,0.9981768459434822,5475,5485
sgfn,mlp__power_4,20,0.9120644046705932,0.910218165701357,0.9909902854999649,0.9903750113502224,10907,11013
sgfn,mlp__power_4,50,0.9120644046705932,0.910218165701357,0.9727005226923576,0.971790443293034,27008,27792
sgfn,mlp__power_4,100,0.9120644046705932,0.910218165701357,0.9464545728050374,0.945608180075268,53268,56332
sgfn,mlp__temperature_0p5,5,0.9238527273688149,0.9237067121846785,1.0,1.0,2740,2740
sgfn,mlp__temperature_0p5,10,0.9238527273688149,0.9237067121846785,0.9990046449900465,0.9989057085537115,5477,5483
sgfn,mlp__temperature_0p5,20,0.9238527273688149,0.9237067121846785,0.9950232249502322,0.9947219947219947,10931,10989
sgfn,mlp__temperature_0p5,50,0.9238527273688149,0.9237067121846785,0.9856087978105688,0.9852195334009564,27196,27604
sgfn,mlp__temperature_0p5,100,0.9238527273688149,0.9237067121846785,0.9686541588731705,0.9682494073701602,53916,55684
sgfn,mlp__temperature_2,5,0.8824841389025025,0.8818997803592423,1.0,1.0,2740,2740
sgfn,mlp__temperature_2,10,0.8824841389025025,0.8818997803592423,0.999668214996682,0.999635103083379,5479,5481
sgfn,mlp__temperature_2,20,0.8824841389025025,0.8818997803592423,0.9952128163806997,0.9949035311248635,10932,10988
sgfn,mlp__temperature_2,50,0.8824841389025025,0.8818997803592423,0.982559645569926,0.9821318768763337,27153,27647
sgfn,mlp__temperature_2,100,0.8824841389025025,0.8818997803592423,0.963855816568498,0.9633132702780166,53776,55824
sgfn,mlp__context_family_percentile,5,0.8699019504059864,0.8693463204389406,0.9993917274939172,0.9992703392922291,2739,2741
sgfn,mlp__context_family_percentile,10,0.8699019504059864,0.8693463204389406,0.9957420924574208,0.995266703076643,5467,5493
