source,method,k,recall,recall_delta,recall_delta_ci95_low,recall_delta_ci95_high,violation,violation_delta,violation_delta_ci95_low,violation_delta_ci95_high,decidable_violation,uncertainty,status_coverage,decidable_coverage,selected
vlsat,linear__context_family_percentile,20,0.8076535750251762,0.0002517623363544885,-0.003267394915250041,0.003770701262211401,0.009945255474452555,-0.00428832116788321,-0.006385351953131914,-0.0025084875551557202,0.01201631573145188,0.17235401459854013,1.0,0.8276459854014598,10960
vlsat,linear__context_family_percentile,50,0.9292547834843907,0.002014098690835797,0.0,0.003953751702280311,0.016058394160583942,-0.010693430656934306,-0.013171959684816143,-0.008517846058348853,0.021705885254797493,0.2601824817518248,1.0,0.7398175182481752,27400
vlsat,linear__context_family_percentile,100,0.9667673716012085,0.003272910372608351,-0.00027952699728591156,0.007602638590802352,0.020912408759124087,-0.026733576642335766,-0.029455564369234386,-0.024413400696522296,0.03159897427413351,0.3381934306569343,1.0,0.6618065693430657,54800
vlsat,linear__power_2,5,0.4201913393756294,0.0007552870090634656,-0.00024392430637161787,0.0019768953341707833,0.0021897810218978104,-0.0007299270072992697,-0.0018150473224704873,0.0,0.0025466893039049238,0.14014598540145987,1.0,0.8598540145985402,2740
vlsat,linear__power_2,10,0.6339375629405841,0.0017623363544814197,0.0005046522826060191,0.0035053436795994234,0.006569343065693431,-0.001642335766423358,-0.0031662381964700646,-0.00048688912727480724,0.0076677316293929714,0.14324817518248176,1.0,0.8567518248175182,5480
vlsat,linear__power_2,20,0.8081570996978852,0.0007552870090634656,0.0,0.001811924785782298,0.012317518248175183,-0.0019160583941605826,-0.0030557950191570887,-0.000973365485164896,0.015182186234817813,0.18868613138686133,1.0,0.8113138686131387,10960
vlsat,linear__power_2,50,0.9274924471299094,0.0002517623363544885,-0.0005466536807277933,0.0010535817054121487,0.021715328467153284,-0.005036496350364964,-0.00638476171780059,-0.0038583552202352068,0.0299582095564171,0.27514598540145985,1.0,0.7248540145985402,27400
vlsat,linear__power_2,100,0.9645015105740181,0.001007049345417954,0.0,0.002352463090261758,0.03470802919708029,-0.012937956204379562,-0.01419971751412429,-0.01168557760226032,0.053174536609913614,0.34728102189781024,1.0,0.6527189781021898,54800
vlsat,linear__identity,5,0.4206948640483384,0.0012588116817724426,0.0,0.0026413974116138756,0.00145985401459854,-0.00145985401459854,-0.0029859194593072373,-0.0003424219971529252,0.001697792869269949,0.14014598540145987,1.0,0.8598540145985402,2740
vlsat,linear__identity,10,0.6339375629405841,0.0017623363544814197,0.0005046522826060191,0.0035053436795994234,0.0056569343065693434,-0.0025547445255474453,-0.004514249213836478,-0.0009325776560004409,0.006602768903088392,0.14324817518248176,1.0,0.8567518248175182,5480
vlsat,linear__identity,20,0.8081570996978852,0.0007552870090634656,-0.0002568152491646325,0.0019209956424520696,0.011405109489051095,-0.002828467153284671,-0.004332317280839179,-0.0015843925074611233,0.014057579847053532,0.18868613138686133,1.0,0.8113138686131387,10960
vlsat,linear__identity,50,0.9277442094662638,0.000503524672708866,-0.0005222651861366389,0.0017859547319825529,0.019744525547445255,-0.007007299270072993,-0.008759383420410128,-0.005499990429980958,0.027242056498313107,0.27521897810218976,1.0,0.7247810218978102,27400
vlsat,linear__identity,100,0.9657603222557906,0.0022658610271903967,0.0002705209384591567,0.004625680025367129,0.02948905109489051,-0.018156934306569342,-0.019962126562232497,-0.016545292291262906,0.04518004920599419,0.3472992700729927,1.0,0.6527007299270073,54800
vlsat,mlp__power_4,5,0.41968781470292044,0.0002517623363544885,-0.0005142942040913936,0.0011713492106716888,0.0018248175182481751,-0.001094890510948905,-0.0024949324324324324,0.0,0.0021231422505307855,0.14051094890510948,1.0,0.8594890510948905,2740
vlsat,mlp__power_4,10,0.6334340382678751,0.0012588116817724426,0.00027218290691344293,0.0024774474278272227,0.006569343065693431,-0.001642335766423358,-0.003008907403644246,-0.0005337841254590616,0.007666098807495741,0.14306569343065692,1.0,0.8569343065693431,5480
vlsat,mlp__power_4,20,0.8084088620342397,0.001007049345417954,0.00023857257247568986,0.0020388010109924524,0.012864963503649634,-0.0013686131386861315,-0.002133812615955473,-0.0006730567226890747,0.01585160202360877,0.1884124087591241,1.0,0.8115875912408759,10960
vlsat,mlp__power_4,50,0.9269889224572004,-0.0002517623363544885,-0.0008365983972890567,0.0,0.02291970802919708,-0.0038321167883211688,-0.00471655170333427,-0.0029642841218174534,0.0315831824582579,0.2743065693430657,1.0,0.7256934306569343,27400
vlsat,mlp__power_4,100,0.9637462235649547,0.0002517623363544885,0.0,0.000757202897220588,0.03863138686131387,-0.009014598540145982,-0.010108308145266063,-0.0079417297979798,0.059205190592051905,0.3475,1.0,0.6525,54800
vlsat,mlp__context_family_percentile,5,0.41817724068479356,-0.0012588116817723871,-0.005220773770223284,0.0031612920650353816,0.00145985401459854,-0.00145985401459854,-0.0029859194593072373,-0.0003424219971529252,0.0016963528413910093,0.13941605839416057,1.0,0.8605839416058394,2740
vlsat,mlp__context_family_percentile,10,0.6356998992950654,0.0035246727089627283,-0.0010439023365725773,0.0083155431778848,0.004744525547445255,-0.0034671532846715335,-0.006017699115044247,-0.0012914534532085656,0.0055248618784530384,0.14124087591240875,1.0,0.8587591240875913,5480
vlsat,mlp__context_family_percentile,20,0.8053877139979859,-0.002014098690835797,-0.008098327690721496,0.0037721159104862896,0.009945255474452555,-0.00428832116788321,-0.006385351953131914,-0.0025084875551557202,0.012192393736017897,0.1843065693430657,1.0,0.8156934306569343,10960
