source,method,k,recall,recall_delta,recall_delta_ci95_low,recall_delta_ci95_high,violation,violation_delta,violation_delta_ci95_low,violation_delta_ci95_high,decidable_violation,uncertainty,status_coverage,decidable_coverage,selected
open3dsg,linear__power_2,50,0.44133937562940584,0.03700906344410876,0.029574011978396285,0.044126631990780825,0.03423937528157381,-0.10448265505331131,-0.1106151210405097,-0.09855778140671302,0.0548604427333975,0.3758822646042949,1.0,0.624117735395705,26636
open3dsg,linear__power_2,100,0.5576535750251762,0.046576032225579045,0.03693136012623419,0.05685463049212704,0.03241058491573248,-0.09174102036147334,-0.0961749474987674,-0.08691928526523791,0.05566470203012443,0.4177533745138412,1.0,0.5822466254861588,52452
open3dsg,linear__identity,5,0.03726082578046324,0.003021148036253772,0.001094598928735363,0.004894703891286947,0.009380863039399626,-0.5110694183864916,-0.5439121379850161,-0.4785804033547291,0.011676786548341896,0.19662288930581615,1.0,0.8033771106941838,2665
open3dsg,linear__identity,10,0.11379657603222558,0.015105740181268881,0.010385330095066989,0.020000129903871126,0.02326454033771107,-0.30562851782363976,-0.3254627075595368,-0.2850751243593609,0.031031031031031032,0.25028142589118196,1.0,0.749718574108818,5330
open3dsg,linear__identity,20,0.23615307150050352,0.03726082578046325,0.029625879287111478,0.0446495806609887,0.031332082551594746,-0.17861163227016885,-0.18970862677792905,-0.16741422137617235,0.043035691276897305,0.27195121951219514,1.0,0.7280487804878049,10660
open3dsg,linear__identity,50,0.4418429003021148,0.037512588116817736,0.029600122393716715,0.04495412809252676,0.03423937528157381,-0.10448265505331131,-0.1106151210405097,-0.09855778140671302,0.05402203530387395,0.366196125544376,1.0,0.6338038744556239,26636
open3dsg,linear__identity,100,0.5684793554884189,0.05740181268882172,0.046342555764666324,0.06864125628904925,0.03239151986578205,-0.09176008541142378,-0.09619342550294789,-0.0869382187746367,0.05476052343196029,0.4084877602379318,1.0,0.5915122397620681,52452
open3dsg,mlp__power_4,5,0.03726082578046324,0.003021148036253772,0.001279713395232612,0.004941998661233262,0.0697936210131332,-0.45065666041275804,-0.47839548319327735,-0.42003757225433525,0.10054054054054054,0.3058161350844278,1.0,0.6941838649155723,2665
open3dsg,mlp__power_4,10,0.11530715005035247,0.01661631419939577,0.011537759685569905,0.02218796323089705,0.06454033771106941,-0.2643527204502814,-0.2825428269602048,-0.24511200515868567,0.09515905947441217,0.32176360225140715,1.0,0.6782363977485929,5330
open3dsg,mlp__power_4,20,0.2389224572004028,0.04003021148036254,0.032531313361332234,0.048213181207141326,0.05365853658536585,-0.15628517823639776,-0.167003349306831,-0.14475657652068943,0.07837763770896136,0.3153846153846154,1.0,0.6846153846153846,10660
open3dsg,mlp__power_4,50,0.4458710976837865,0.04154078549848944,0.032600738929629954,0.05039284935907067,0.04550232767682835,-0.09321970265805676,-0.09874238565488568,-0.08736531800121562,0.07458461538461539,0.38992341192371227,1.0,0.6100765880762877,26636
open3dsg,mlp__power_4,100,0.5697381671701913,0.05866062437059416,0.047011303176393196,0.07004970088444891,0.041752459391443605,-0.08239914588576222,-0.08648008262416976,-0.07794718652056147,0.07294893574497852,0.42764813543811486,1.0,0.5723518645618851,52452
open3dsg,mlp__context_family_percentile,5,0.03625377643504532,0.0020140986908358527,0.0004704460305740156,0.0038647690691695053,0.06228893058161351,-0.4581613508442777,-0.48487431468242576,-0.4304117629307743,0.09875074360499703,0.36923076923076925,1.0,0.6307692307692307,2665
open3dsg,mlp__context_family_percentile,10,0.11329305135951662,0.014602215508559918,0.010413625276050758,0.019175893984945746,0.0549718574108818,-0.27392120075046905,-0.29187767106331813,-0.25534565016308847,0.08478009259259259,0.35159474671669794,1.0,0.6484052532833021,5330
open3dsg,mlp__context_family_percentile,20,0.23564954682779457,0.0367573011077543,0.029365941128528986,0.04388927870342723,0.04962476547842402,-0.1603189493433396,-0.17068796916632506,-0.14942585582391302,0.07433951658234964,0.3324577861163227,1.0,0.6675422138836773,10660
open3dsg,mlp__context_family_percentile,50,0.43731117824773413,0.03298086606243705,0.025790762176091372,0.03978229552042295,0.04655353656705211,-0.09216849376783301,-0.09799291623472978,-0.08601415805865373,0.07725375366020809,0.3973945036792311,1.0,0.6026054963207689,26636
open3dsg,mlp__context_family_percentile,100,0.5387713997985901,0.02769385699899296,0.020256274957216176,0.03566658202133059,0.0456417295813315,-0.07850987569587432,-0.08283887339895826,-0.0737513599812191,0.08041922805603144,0.43245252802562345,1.0,0.5675474719743766,52452
open3dsg,mlp__power_0p5,5,0.03700906344410876,0.0027693856998992905,0.0005185108471048889,0.0049909376426515726,0.03452157598499062,-0.4859287054409006,-0.5152550176358587,-0.45588620101194577,0.048858204992033985,0.2934333958724203,1.0,0.7065666041275798,2665
open3dsg,mlp__power_0p5,10,0.11832829808660625,0.01963746223564955,0.013687168522729137,0.02473269765565105,0.040337711069418386,-0.2885553470919324,-0.30758285608461544,-0.2685056278996709,0.058535257282875036,0.31088180112570357,1.0,0.6891181988742965,5330
open3dsg,mlp__power_0p5,20,0.24647532729103727,0.047583081570997,0.03726184958577517,0.05753696948560115,0.04080675422138837,-0.16913696060037525,-0.17994500581277711,-0.15841856726615092,0.059079179682194755,0.3092870544090056,1.0,0.6907129455909944,10660
open3dsg,mlp__power_0p5,50,0.47155085599194363,0.06722054380664655,0.05240091078920016,0.08072754801063818,0.03923261751013666,-0.09948941282474846,-0.1051708811435025,-0.09356488024049918,0.0639574025338148,0.38658206937978673,1.0,0.6134179306202132,26636
open3dsg,mlp__power_0p5,100,0.6090130916414904,0.09793554884189326,0.08184147577024034,0.1117605203684135,0.03572790360710745,-0.08842370167009837,-0.09285814189590556,-0.08375377087666218,0.06210850760613794,0.42475024784564935,1.0,0.5752497521543506,52452
open3dsg,mlp__identity,5,0.03700906344410876,0.0027693856998992905,0.0008033566975322912,0.0048414451881825015,0.04953095684803002,-0.47091932457786123,-0.4994399950332154,-0.4404148095847491,0.07055050774986638,0.2979362101313321,1.0,0.7020637898686679,2665
open3dsg,mlp__identity,10,0.11782477341389729,0.019133937562940587,0.013068727012696887,0.024797122601791007,0.04971857410881801,-0.2791744840525328,-0.297680375976347,-0.2594717071433342,0.07262263633872294,0.3153846153846154,1.0,0.6846153846153846,5330
open3dsg,mlp__identity,20,0.24672708962739173,0.04783484390735146,0.03852607965320831,0.05717936364137803,0.045590994371482174,-0.16435272045028143,-0.1750950883770199,-0.15344968076525453,0.06625766871165645,0.31191369606003755,1.0,0.6880863039399625,10660
open3dsg,mlp__identity,50,0.46701913393756295,0.06268882175226587,0.050182612469951336,0.07491421383266567,0.041297492115933324,-0.09742453821895179,-0.10311152116753614,-0.09131926302847833,0.06746396810794235,0.3878585373179156,1.0,0.6121414626820844,26636
open3dsg,mlp__identity,100,0.5989425981873112,0.08786505538771405,0.07279455320768762,0.10230554571314351,0.03713871730343934,-0.0870128879737665,-0.09130176564703192,-0.08241971037198512,0.06476063829787235,0.4265232974910394,1.0,0.5734767025089605,52452
open3dsg,mlp__power_2,5,0.03726082578046324,0.003021148036253772,0.001279713395232612,0.004941998661233262,0.06078799249530957,-0.45966228893058164,-0.48784730683970223,-0.42955487185277186,0.08695652173913043,0.30093808630394,1.0,0.6990619136960601,2665
open3dsg,mlp__power_2,10,0.11706948640483383,0.018378650553877135,0.012877514943398914,0.02397281382093604,0.057598499061913694,-0.2712945590994371,-0.28988593159416,-0.2522836093647638,0.08450316542802092,0.31838649155722326,1.0,0.6816135084427767,5330
open3dsg,mlp__power_2,20,0.24169184290030213,0.042799597180261856,0.03475636872179233,0.05134887509860591,0.05,-0.15994371482176362,-0.17069445058605726,-0.14874300668822113,0.07281420765027323,0.3133208255159475,1.0,0.6866791744840526,10660
open3dsg,mlp__power_2,50,0.45745216515609266,0.05312185297079558,0.04197434474770124,0.06313973540851688,0.0430620213245232,-0.09566000901036192,-0.10141678241169426,-0.08967684193134776,0.07048485220918085,0.38905991890674274,1.0,0.6109400810932573,26636
open3dsg,mlp__power_2,100,0.5886203423967774,0.07754279959718025,0.06353227234733666,0.09093376702368605,0.03860672614962251,-0.08554487912758332,-0.08977102195608694,-0.08090486936640783,0.06744155065609805,0.4275528101883627,1.0,0.5724471898116373,52452
open3dsg,mlp__temperature_0p5,5,0.03700906344410876,0.0027693856998992905,0.00027978319755021433,0.005012484328885849,0.03227016885553471,-0.48818011257035654,-0.517650958110517,-0.4575790424229601,0.04562334217506631,0.2926829268292683,1.0,0.7073170731707317,2665
open3dsg,mlp__temperature_0p5,10,0.1175730110775428,0.018882175226586098,0.012858391246988425,0.024009964346098794,0.03864915572232645,-0.29024390243902437,-0.3092808535940803,-0.27057466018563325,0.05608494418731282,0.31088180112570357,1.0,0.6891181988742965,5330
open3dsg,mlp__temperature_0p5,20,0.24697885196374622,0.04808660624370595,0.03802663983344676,0.057883492005175924,0.039868667917448405,-0.17007504690431519,-0.18077823536625245,-0.15936197415364084,0.05771319934818034,0.3091932457786116,1.0,0.6908067542213884,10660
open3dsg,mlp__temperature_0p5,50,0.4685297079556898,0.06419939577039274,0.0501233111295997,0.07749471664276283,0.039044901636882415,-0.0996771286980027,-0.1054132642399464,-0.09355918252614516,0.06369426751592357,0.3869950443009461,1.0,0.6130049556990539,26636
open3dsg,mlp__temperature_0p5,100,0.6044813695871097,0.09340382678751258,0.0777656564920715,0.10722297790010846,0.03603294440631435,-0.08811866087089149,-0.09255689843600577,-0.08345882675708391,0.06274483766018192,0.4257225653931213,1.0,0.5742774346068786,52452
open3dsg,linear__temperature_0p5,5,0.03751258811681772,0.0032729103726082537,0.0010560512424203482,0.005438818152044353,0.009380863039399626,-0.5110694183864916,-0.5439121379850161,-0.4785804033547291,0.011368804001819008,0.174859287054409,1.0,0.825140712945591,2665
open3dsg,linear__temperature_0p5,10,0.11278952668680765,0.014098690835850955,0.009428965510893842,0.018796060164179375,0.02326454033771107,-0.30562851782363976,-0.3254627075595368,-0.2850751243593609,0.030392156862745098,0.23452157598499063,1.0,0.7654784240150094,5330
open3dsg,linear__temperature_0p5,20,0.23388721047331318,0.034994964753272906,0.026967540002523247,0.042257383434656404,0.031332082551594746,-0.17861163227016885,-0.18970862677792905,-0.16741422137617235,0.04242347262796901,0.26144465290806757,1.0,0.7385553470919325,10660
open3dsg,linear__temperature_0p5,50,0.44083585095669686,0.03650553877139978,0.027884424575688363,0.044690839733523224,0.03423937528157381,-0.10448265505331131,-0.1106151210405097,-0.09855778140671302,0.05337703382886574,0.35853731791560295,1.0,0.641462682084397,26636
open3dsg,linear__temperature_0p5,100,0.5697381671701913,0.05866062437059416,0.04674105670937812,0.07071553056738561,0.03241058491573248,-0.09174102036147334,-0.09619332976072208,-0.08693777641927895,0.054203998341995345,0.40206283840463664,1.0,0.5979371615953634,52452
sgfn,linear__temperature_2,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.033367556468172486,0.28905109489051095,1.0,0.710948905109489,2740
sgfn,linear__temperature_2,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05293953747561995,0.34507299270072994,1.0,0.6549270072992701,5480
sgfn,linear__temperature_2,20,0.4919436052366566,0.0007552870090634101,-0.0005773402507687249,0.0022421804094443195,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.047173944793340146,0.3752737226277372,1.0,0.6247262773722628,10960
sgfn,linear__temperature_2,50,0.7477341389728097,0.007552870090634434,0.005221261311049119,0.010215898738370642,0.024416058394160584,-0.01405109489051095,-0.016638387300288167,-0.011807866413662242,0.038435022406066874,0.36474452554744524,1.0,0.6352554744525547,27400
sgfn,linear__temperature_2,100,0.9337865055387714,0.010322255790533696,0.0067266723185044645,0.01412409363353464,0.028266423357664234,-0.0347080291970803,-0.03771182716568545,-0.031861741748880706,0.04559234731420162,0.3800182481751825,1.0,0.6199817518248175,54800
sgfn,linear__power_0p5,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,linear__power_0p5,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05293953747561995,0.34507299270072994,1.0,0.6549270072992701,5480
sgfn,linear__power_0p5,20,0.4919436052366566,0.0007552870090634101,-0.0004551833144109826,0.00206877443087054,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.047236033928049134,0.3760948905109489,1.0,0.6239051094890511,10960
sgfn,linear__power_0p5,50,0.7474823766364552,0.007301107754279945,0.004974831953087314,0.009889106088586062,0.024598540145985403,-0.01386861313868613,-0.01646445224890032,-0.011653871063798105,0.03874676631215867,0.36514598540145987,1.0,0.6348540145985402,27400
sgfn,linear__power_0p5,100,0.9337865055387714,0.010322255790533696,0.0067266723185044645,0.01412409363353464,0.029105839416058394,-0.03386861313868614,-0.03690291659169352,-0.030964616037626052,0.0469642541664213,0.38025547445255475,1.0,0.6197445255474453,54800
sgfn,linear__power_4,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03340184994861254,0.28978102189781024,1.0,0.7102189781021898,2740
sgfn,linear__power_4,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.053042992741485204,0.34635036496350363,1.0,0.6536496350364963,5480
sgfn,linear__power_4,20,0.4914400805639476,0.000251762336354433,0.0,0.0008122373468740726,0.030656934306569343,-0.0015510948905109456,-0.002530598312426943,-0.000747663551401871,0.04930300807043287,0.3781934306569343,1.0,0.6218065693430657,10960
sgfn,linear__power_4,50,0.7416918429003021,0.0015105740181268201,0.0002676463083386621,0.003110298416803499,0.03135036496350365,-0.007116788321167883,-0.008759525502946553,-0.005718346743965215,0.04954149604936848,0.3671897810218978,1.0,0.6328102189781022,27400
sgfn,linear__power_4,100,0.9259818731117825,0.0025176233635447742,0.0010396034153478174,0.004288653002168444,0.04881386861313869,-0.01416058394160584,-0.015675368731563423,-0.012711551196606021,0.07842504910727374,0.3775729927007299,1.0,0.62242700729927,54800
sgfn,mlp__temperature_2,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__temperature_2,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05298382598996096,0.3456204379562044,1.0,0.6543795620437957,5480
sgfn,mlp__temperature_2,20,0.4919436052366566,0.0007552870090634101,-0.0014257974590295415,0.0026696477765682236,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.047077685468590584,0.3739963503649635,1.0,0.6260036496350365,10960
sgfn,mlp__temperature_2,50,0.7477341389728097,0.007552870090634434,0.00499994050452166,0.010510383363868616,0.02478102189781022,-0.013686131386861315,-0.016146584090283512,-0.011507191721625364,0.03875349580503396,0.36054744525547444,1.0,0.6394525547445256,27400
sgfn,mlp__temperature_2,100,0.93202416918429,0.008559919436052277,0.00501968258673052,0.012214468339565137,0.030145985401459855,-0.03282846715328468,-0.03580768870974624,-0.029962648513847775,0.04836631924112894,0.3767153284671533,1.0,0.6232846715328467,54800
sgfn,linear__context_family_percentile,5,0.3119335347432024,0.0002517623363544885,0.0,0.0007933031148945541,0.023722627737226276,0.0,0.0,0.0,0.03321410321921308,0.2857664233576642,1.0,0.7142335766423358,2740
sgfn,linear__context_family_percentile,10,0.39526686807653577,-0.0022658610271902857,-0.004646666550450869,-0.00028402098516810146,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.052083333333333336,0.3343065693430657,1.0,0.6656934306569343,5480
sgfn,linear__context_family_percentile,20,0.48967774420946625,-0.0015105740181269312,-0.0052795839690797635,0.002030224348680075,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.04560858514543914,0.35383211678832116,1.0,0.6461678832116788,10960
sgfn,linear__context_family_percentile,50,0.7550352467270897,0.014853977844914379,0.011094291805423494,0.01921817660819293,0.023284671532846715,-0.015182481751824819,-0.017898829806312765,-0.012817090510237245,0.035824583075972825,0.350036496350365,1.0,0.6499635036496351,27400
sgfn,linear__context_family_percentile,100,0.9375629405840886,0.014098690835850913,0.010013884411722332,0.018504650224354633,0.02354014598540146,-0.03943430656934307,-0.042927906656886124,-0.036404533610767446,0.037489102005231034,0.37208029197080295,1.0,0.627919708029197,54800
sgfn,linear__power_2,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03340184994861254,0.28978102189781024,1.0,0.7102189781021898,2740
sgfn,linear__power_2,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.053028188668713366,0.34616788321167885,1.0,0.6538321167883212,5480
sgfn,linear__power_2,20,0.4911883182275932,0.0,-0.0005610599824880352,0.000739833796340676,0.03001824817518248,-0.0021897810218978082,-0.003838784446120098,-0.0010298664682206948,0.04828294687408277,0.37828467153284673,1.0,0.6217153284671533,10960
sgfn,linear__power_2,50,0.743202416918429,0.0030211480362537513,0.0014348747239816106,0.004996409021398004,0.028430656934306568,-0.010036496350364965,-0.011887634951218768,-0.008228453065199795,0.044922438152355686,0.3671167883211679,1.0,0.6328832116788321,27400
sgfn,linear__power_2,100,0.9272406847935549,0.003776435045317217,0.0018725908641188727,0.005874737537691051,0.042116788321167886,-0.020857664233576642,-0.02305783468463325,-0.018854796999311366,0.06784443987183633,0.3792153284671533,1.0,0.6207846715328467,54800
sgfn,linear__identity,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03340184994861254,0.28978102189781024,1.0,0.7102189781021898,2740
sgfn,linear__identity,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05299860529986053,0.3458029197080292,1.0,0.6541970802919708,5480
sgfn,linear__identity,20,0.4914400805639476,0.000251762336354433,-0.0007466680347211097,0.0014174595754733177,0.029744525547445257,-0.002463503649635032,-0.004309576295122734,-0.001119350871341617,0.0477725674091442,0.37737226277372266,1.0,0.6226277372262774,10960
sgfn,linear__identity,50,0.7449647532729103,0.00478348439073506,0.002895992407991957,0.006898038877055641,0.026313868613138686,-0.012153284671532847,-0.014383255813953489,-0.01012485037619699,0.041534650613514607,0.3664598540145985,1.0,0.6335401459854014,27400
sgfn,linear__identity,100,0.9302618328298087,0.006797583081570968,0.004214879907113211,0.009804255762845054,0.03501824817518248,-0.027956204379562047,-0.030499385487062627,-0.025436254152823922,0.056509320062428224,0.3803102189781022,1.0,0.6196897810218978,54800
sgfn,mlp__power_4,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__power_4,10,0.39753272910372606,0.0,0.0,0.0,0.034854014598540144,0.0,0.0,0.0,0.05326268823201338,0.3456204379562044,1.0,0.6543795620437957,5480
sgfn,mlp__power_4,20,0.4919436052366566,0.0007552870090634101,0.0,0.0023450478123457157,0.030109489051094892,-0.002098540145985397,-0.003422329365929417,-0.001075242565524194,0.04830917874396135,0.37673357664233575,1.0,0.6232664233576642,10960
sgfn,mlp__power_4,50,0.7416918429003021,0.0015105740181268201,0.0004476625601801706,0.0031378028732757103,0.030036496350364962,-0.008430656934306571,-0.010106901515454438,-0.006905132766400555,0.0472716829408386,0.3645985401459854,1.0,0.6354014598540146,27400
sgfn,mlp__power_4,100,0.9254783484390735,0.002014098690835797,0.0007325561162345534,0.0035154522985948117,0.04771897810218978,-0.015255474452554749,-0.016854795150029828,-0.013659386988491045,0.07665474585214281,0.3774817518248175,1.0,0.6225182481751825,54800
sgfn,mlp__context_family_percentile,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.033367556468172486,0.28905109489051095,1.0,0.710948905109489,2740
sgfn,mlp__context_family_percentile,10,0.3972809667673716,-0.000251762336354433,-0.0008088186426712648,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.052924791086350974,0.3448905109489051,1.0,0.6551094890510949,5480
sgfn,mlp__context_family_percentile,20,0.4906847935548842,-0.000503524672708977,-0.0029305349041137546,0.001918218913118255,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.0468591324532134,0.3710766423357664,1.0,0.6289233576642336,10960
sgfn,mlp__context_family_percentile,50,0.7552870090634441,0.015105740181268867,0.009910453413161652,0.02099942352940271,0.02375912408759124,-0.014708029197080294,-0.017372319138742494,-0.012356529991796292,0.03691941246526399,0.35645985401459857,1.0,0.6435401459854014,27400
sgfn,mlp__context_family_percentile,100,0.9373111782477341,0.013846928499496425,0.008208906928948042,0.019203784068567157,0.02582116788321168,-0.03715328467153285,-0.040394506701823776,-0.03406647161242532,0.0411684268714905,0.3727919708029197,1.0,0.6272080291970803,54800
sgfn,mlp__power_0p5,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__power_0p5,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05298382598996096,0.3456204379562044,1.0,0.6543795620437957,5480
sgfn,mlp__power_0p5,20,0.4916918429003021,0.0005035246727089215,-0.0015557853415867156,0.00232348405624382,0.02947080291970803,-0.0027372262773722594,-0.0045816545583367676,-0.0013463936717554516,0.04708454810495627,0.3740875912408759,1.0,0.6259124087591241,10960
sgfn,mlp__power_0p5,50,0.7474823766364552,0.007301107754279945,0.004826048134399357,0.010164788199048602,0.024854014598540145,-0.013613138686131388,-0.016071637314061183,-0.011443468296409473,0.03888317917094895,0.3608029197080292,1.0,0.6391970802919708,27400
sgfn,mlp__power_0p5,100,0.93202416918429,0.008559919436052277,0.0050064175289899785,0.012010600740455804,0.030857664233576644,-0.032116788321167884,-0.03507479555207687,-0.029378954376859927,0.04954440244938619,0.37717153284671534,1.0,0.6228284671532847,54800
sgfn,mlp__identity,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__identity,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05299860529986053,0.3458029197080292,1.0,0.6541970802919708,5480
sgfn,mlp__identity,20,0.4919436052366566,0.0007552870090634101,-0.0005353606253044304,0.0023009149957719088,0.029562043795620437,-0.0026459854014598515,-0.004273525513585158,-0.00134131328659093,0.04726477024070022,0.37454379562043794,1.0,0.6254562043795621,10960
sgfn,mlp__identity,50,0.7457200402819738,0.0055387713997985255,0.003236854847631895,0.0080564443036077,0.025766423357664235,-0.012700729927007298,-0.015073159033654152,-0.010587344028520497,0.04040982199072749,0.36237226277372264,1.0,0.6376277372262774,27400
sgfn,mlp__identity,100,0.9287512588116817,0.005287009063444037,0.002799694578773268,0.007923625428197783,0.035036496350364967,-0.027937956204379562,-0.03057610165794066,-0.025411528059499665,0.056338028169014086,0.3781021897810219,1.0,0.621897810218978,54800
sgfn,mlp__power_2,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__power_2,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05299860529986053,0.3458029197080292,1.0,0.6541970802919708,5480
sgfn,mlp__power_2,20,0.4916918429003021,0.0005035246727089215,-0.0005353498410504767,0.0018064920573252188,0.029744525547445257,-0.002463503649635032,-0.004017113095238098,-0.00125398247710076,0.04763296317942724,0.37554744525547445,1.0,0.6244525547445255,10960
sgfn,mlp__power_2,50,0.7434541792547835,0.00327291037260824,0.001365906936166561,0.005487398617665007,0.027262773722627736,-0.011204379562043797,-0.013431247740847205,-0.009273349379058906,0.042862061051182,0.36394160583941604,1.0,0.636058394160584,27400
sgfn,mlp__power_2,100,0.9274924471299094,0.004028197381671705,0.0020008756873447497,0.0064271288428824425,0.04069343065693431,-0.02228102189781022,-0.02454219188560447,-0.02015944611024398,0.06544963606480395,0.37824817518248177,1.0,0.6217518248175182,54800
sgfn,mlp__temperature_0p5,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03338469440164355,0.28941605839416057,1.0,0.7105839416058394,2740
sgfn,mlp__temperature_0p5,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.05299860529986053,0.3458029197080292,1.0,0.6541970802919708,5480
sgfn,mlp__temperature_0p5,20,0.4916918429003021,0.0005035246727089215,-0.0005353498410504767,0.0018064920573252188,0.029744525547445257,-0.002463503649635032,-0.004017113095238098,-0.00125398247710076,0.04763296317942724,0.37554744525547445,1.0,0.6244525547445255,10960
sgfn,mlp__temperature_0p5,50,0.7434541792547835,0.00327291037260824,0.001365906936166561,0.005487398617665007,0.0272992700729927,-0.011167883211678834,-0.013321406727828746,-0.009215599299421263,0.04291205323848316,0.36383211678832117,1.0,0.6361678832116788,27400
sgfn,mlp__temperature_0p5,100,0.9274924471299094,0.004028197381671705,0.0020008756873447497,0.0064271288428824425,0.03996350364963504,-0.02301094890510949,-0.025163375940106075,-0.02079540213015766,0.0642964093831655,0.37844890510948903,1.0,0.621551094890511,54800
sgfn,linear__temperature_0p5,5,0.3116817724068479,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.03340184994861254,0.28978102189781024,1.0,0.7102189781021898,2740
sgfn,linear__temperature_0p5,10,0.39753272910372606,0.0,0.0,0.0,0.03467153284671533,-0.0001824817518248159,-0.0005780625795076726,0.0,0.053028188668713366,0.34616788321167885,1.0,0.6538321167883212,5480
sgfn,linear__temperature_0p5,20,0.4911883182275932,0.0,-0.0005610599824880352,0.000739833796340676,0.03001824817518248,-0.0021897810218978082,-0.003838784446120098,-0.0010298664682206948,0.04828294687408277,0.37828467153284673,1.0,0.6217153284671533,10960
sgfn,linear__temperature_0p5,50,0.743202416918429,0.0030211480362537513,0.0014348747239816106,0.004996409021398004,0.02846715328467153,-0.010000000000000002,-0.011875028460837884,-0.008212929091379377,0.044969731911213603,0.366970802919708,1.0,0.6330291970802919,27400
sgfn,linear__temperature_0p5,100,0.9272406847935549,0.003776435045317217,0.0018725908641188727,0.005874737537691051,0.04153284671532847,-0.02144160583941606,-0.023690978705978697,-0.019286987464089838,0.0669136238019639,0.37930656934306567,1.0,0.6206934306569343,54800
