source,family,method,k,selected,recall,recall_numerator,recall_denominator,violation,violation_numerator,violation_denominator
open3dsg,relative_vertical,linear_support_order_only,20,1471,0.007692307692307693,3,390,0.0,0,1471
open3dsg,relative_vertical,linear_support_order_only,50,3674,0.06153846153846154,24,390,0.0010887316276537834,4,3674
open3dsg,relative_vertical,linear_support_order_only,100,9312,0.21794871794871795,85,390,0.026310137457044674,245,9312
open3dsg,relative_vertical,linear_all_families,5,901,0.005128205128205128,2,390,0.0,0,901
open3dsg,relative_vertical,linear_all_families,10,1463,0.010256410256410256,4,390,0.0,0,1463
open3dsg,relative_vertical,linear_all_families,20,2727,0.06153846153846154,24,390,0.0,0,2727
open3dsg,relative_vertical,linear_all_families,50,8318,0.2076923076923077,81,390,0.002644866554460207,22,8318
open3dsg,relative_vertical,linear_all_families,100,17501,0.3974358974358974,155,390,0.037826409919433174,662,17501
open3dsg,relative_vertical,mlp_family_slots,5,2065,0.015384615384615385,6,390,0.05181598062953995,107,2065
open3dsg,relative_vertical,mlp_family_slots,10,2878,0.02564102564102564,10,390,0.048992355802640726,141,2878
open3dsg,relative_vertical,mlp_family_slots,20,3656,0.035897435897435895,14,390,0.04157549234135667,152,3656
open3dsg,relative_vertical,mlp_family_slots,50,6508,0.13846153846153847,54,390,0.03165334972341733,206,6508
open3dsg,relative_vertical,mlp_family_slots,100,14361,0.3230769230769231,126,390,0.0457489032797159,657,14361
open3dsg,relative_vertical,mlp_pv_global,5,1611,0.015384615384615385,6,390,0.05338299193047796,86,1611
open3dsg,relative_vertical,mlp_pv_global,10,2652,0.02564102564102564,10,390,0.049019607843137254,130,2652
open3dsg,relative_vertical,mlp_pv_global,20,4811,0.05897435897435897,23,390,0.03388069008522137,163,4811
open3dsg,relative_vertical,mlp_pv_global,50,9380,0.21025641025641026,82,390,0.022707889125799574,213,9380
open3dsg,relative_vertical,mlp_pv_global,100,18093,0.382051282051282,149,390,0.03658873597523904,662,18093
open3dsg,relative_vertical,mlp_support_order_only,5,1077,0.0,0,390,0.036211699164345405,39,1077
open3dsg,relative_vertical,mlp_support_order_only,10,1551,0.002564102564102564,1,390,0.05029013539651837,78,1551
open3dsg,relative_vertical,mlp_support_order_only,20,2173,0.010256410256410256,4,390,0.05890473999079614,128,2173
open3dsg,relative_vertical,mlp_support_order_only,50,5692,0.1,39,390,0.03074490513000703,175,5692
open3dsg,relative_vertical,mlp_support_order_only,100,12337,0.27692307692307694,108,390,0.040609548512604364,501,12337
open3dsg,relative_vertical,mlp_all_families,5,1257,0.01282051282051282,5,390,0.0405727923627685,51,1257
open3dsg,relative_vertical,mlp_all_families,10,2283,0.028205128205128206,11,390,0.04467805519053877,102,2283
open3dsg,relative_vertical,mlp_all_families,20,4884,0.08717948717948718,34,390,0.03235053235053235,158,4884
open3dsg,relative_vertical,mlp_all_families,50,13807,0.35128205128205126,137,390,0.0235387846744405,325,13807
open3dsg,relative_vertical,mlp_all_families,100,25452,0.4948717948717949,193,390,0.04919063334904919,1252,25452
sgfn,support_contact,source,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,source,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,source,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,source,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,source,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,identity_family_slots,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,identity_family_slots,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,identity_family_slots,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,identity_family_slots,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,identity_family_slots,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,linear_family_slots,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,linear_family_slots,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,linear_family_slots,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,linear_family_slots,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,linear_family_slots,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,linear_pv_global,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,linear_pv_global,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,linear_pv_global,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,linear_pv_global,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,linear_pv_global,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,linear_support_order_only,5,2683,0.676762114537445,1229,1816,0.024226612001490868,65,2683
sgfn,support_contact,linear_support_order_only,10,5008,0.8276431718061674,1503,1816,0.03793929712460064,190,5008
sgfn,support_contact,linear_support_order_only,20,8169,0.8981277533039648,1631,1816,0.039539723344350595,323,8169
sgfn,support_contact,linear_support_order_only,50,14260,0.9498898678414097,1725,1816,0.045722300140252456,652,14260
sgfn,support_contact,linear_support_order_only,100,25090,0.9691629955947136,1760,1816,0.048545237146273415,1218,25090
sgfn,support_contact,linear_all_families,5,2628,0.6701541850220264,1217,1816,0.0258751902587519,68,2628
sgfn,support_contact,linear_all_families,10,4754,0.8298458149779736,1507,1816,0.0368111064366849,175,4754
sgfn,support_contact,linear_all_families,20,7394,0.8931718061674009,1622,1816,0.04030294833648904,298,7394
sgfn,support_contact,linear_all_families,50,12220,0.9438325991189427,1714,1816,0.049263502454991816,602,12220
sgfn,support_contact,linear_all_families,100,20586,0.9702643171806168,1762,1816,0.05659185854464199,1165,20586
sgfn,support_contact,mlp_family_slots,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,mlp_family_slots,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,mlp_family_slots,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,mlp_family_slots,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,mlp_family_slots,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,mlp_pv_global,5,2681,0.676762114537445,1229,1816,0.02424468481909735,65,2681
sgfn,support_contact,mlp_pv_global,10,4995,0.8276431718061674,1503,1816,0.03803803803803804,190,4995
sgfn,support_contact,mlp_pv_global,20,8141,0.8981277533039648,1631,1816,0.03967571551406461,323,8141
sgfn,support_contact,mlp_pv_global,50,13996,0.9498898678414097,1725,1816,0.04551300371534724,637,13996
sgfn,support_contact,mlp_pv_global,100,23616,0.9686123348017621,1759,1816,0.048865176151761516,1154,23616
sgfn,support_contact,mlp_support_order_only,5,2682,0.676762114537445,1229,1816,0.024235645041014168,65,2682
sgfn,support_contact,mlp_support_order_only,10,5003,0.8276431718061674,1503,1816,0.03797721367179692,190,5003
sgfn,support_contact,mlp_support_order_only,20,8177,0.8986784140969163,1632,1816,0.0397456279809221,325,8177
sgfn,support_contact,mlp_support_order_only,50,14389,0.9498898678414097,1725,1816,0.045868371672805615,660,14389
sgfn,support_contact,mlp_support_order_only,100,25390,0.9697136563876652,1761,1816,0.048601811736904296,1234,25390
sgfn,support_contact,mlp_all_families,5,2629,0.6734581497797357,1223,1816,0.024343856979840244,64,2629
sgfn,support_contact,mlp_all_families,10,4746,0.8276431718061674,1503,1816,0.03666245259165613,174,4746
sgfn,support_contact,mlp_all_families,20,7394,0.8926211453744494,1621,1816,0.039220989991885315,290,7394
sgfn,support_contact,mlp_all_families,50,12244,0.9438325991189427,1714,1816,0.04826853969291081,591,12244
sgfn,support_contact,mlp_all_families,100,20750,0.9708149779735683,1763,1816,0.055036144578313254,1142,20750
sgfn,proximity,source,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,source,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,source,20,290,0.08323895809739525,147,1766,0.0,0,290
sgfn,proximity,source,50,2977,0.4988674971687429,881,1766,0.0026872690628149142,8,2977
sgfn,proximity,source,100,9562,0.8652321630804077,1528,1766,0.01589625601338632,152,9562
sgfn,proximity,identity_family_slots,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,identity_family_slots,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,identity_family_slots,20,290,0.08323895809739525,147,1766,0.0,0,290
sgfn,proximity,identity_family_slots,50,2977,0.4988674971687429,881,1766,0.0026872690628149142,8,2977
sgfn,proximity,identity_family_slots,100,9562,0.8652321630804077,1528,1766,0.01589625601338632,152,9562
sgfn,proximity,linear_family_slots,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,linear_family_slots,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,linear_family_slots,20,290,0.08323895809739525,147,1766,0.0,0,290
sgfn,proximity,linear_family_slots,50,2977,0.5084937712344281,898,1766,0.0,0,2977
sgfn,proximity,linear_family_slots,100,9562,0.8793884484711212,1553,1766,0.0009412256850031374,9,9562
sgfn,proximity,linear_pv_global,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,linear_pv_global,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,linear_pv_global,20,294,0.08437146092865232,149,1766,0.0,0,294
sgfn,proximity,linear_pv_global,50,2992,0.5118912797281994,904,1766,0.00033422459893048126,1,2992
sgfn,proximity,linear_pv_global,100,9655,0.8850509626274066,1563,1766,0.0007250129466597618,7,9655
sgfn,proximity,linear_support_order_only,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,linear_support_order_only,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,linear_support_order_only,20,290,0.08323895809739525,147,1766,0.0,0,290
sgfn,proximity,linear_support_order_only,50,2896,0.5079275198187996,897,1766,0.0,0,2896
sgfn,proximity,linear_support_order_only,100,9076,0.8759909399773499,1547,1766,0.0005509034817100044,5,9076
sgfn,proximity,linear_all_families,5,2,0.0,0,1766,0.0,0,2
sgfn,proximity,linear_all_families,10,40,0.013023782559456399,23,1766,0.0,0,40
sgfn,proximity,linear_all_families,20,421,0.11778029445073612,208,1766,0.0,0,421
sgfn,proximity,linear_all_families,50,3619,0.565118912797282,998,1766,0.0005526388505111909,2,3619
sgfn,proximity,linear_all_families,100,11046,0.9009060022650056,1591,1766,0.0008147745790331341,9,11046
sgfn,proximity,mlp_family_slots,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,mlp_family_slots,10,23,0.006795016987542469,12,1766,0.0,0,23
sgfn,proximity,mlp_family_slots,20,290,0.08380520951302378,148,1766,0.0,0,290
sgfn,proximity,mlp_family_slots,50,2977,0.5084937712344281,898,1766,0.0,0,2977
sgfn,proximity,mlp_family_slots,100,9562,0.8759909399773499,1547,1766,0.0009412256850031374,9,9562
sgfn,proximity,mlp_pv_global,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,mlp_pv_global,10,22,0.006795016987542469,12,1766,0.0,0,22
sgfn,proximity,mlp_pv_global,20,294,0.0855039637599094,151,1766,0.0,0,294
sgfn,proximity,mlp_pv_global,50,3044,0.5249150622876557,927,1766,0.000328515111695138,1,3044
sgfn,proximity,mlp_pv_global,100,9778,0.8822197055492639,1558,1766,0.0010227040294538761,10,9778
sgfn,proximity,mlp_support_order_only,5,1,0.0,0,1766,0.0,0,1
sgfn,proximity,mlp_support_order_only,10,22,0.006795016987542469,12,1766,0.0,0,22
sgfn,proximity,mlp_support_order_only,20,287,0.08267270668176671,146,1766,0.0,0,287
sgfn,proximity,mlp_support_order_only,50,2879,0.5130237825594564,906,1766,0.0,0,2879
sgfn,proximity,mlp_support_order_only,100,9015,0.8742921857304643,1544,1766,0.0005546311702717693,5,9015
sgfn,proximity,mlp_all_families,5,2,0.0,0,1766,0.0,0,2
sgfn,proximity,mlp_all_families,10,42,0.014156285390713477,25,1766,0.0,0,42
sgfn,proximity,mlp_all_families,20,424,0.11947904869762174,211,1766,0.0,0,424
sgfn,proximity,mlp_all_families,50,3609,0.5764439411098528,1018,1766,0.0005541701302299807,2,3609
sgfn,proximity,mlp_all_families,100,11082,0.9031710079275198,1595,1766,0.000992600613607652,11,11082
sgfn,relative_vertical,source,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,source,10,462,0.1641025641025641,64,390,0.0021645021645021645,1,462
sgfn,relative_vertical,source,20,2529,0.44358974358974357,173,390,0.011862396204033215,30,2529
sgfn,relative_vertical,source,50,10427,0.8564102564102564,334,390,0.039225088711997695,409,10427
sgfn,relative_vertical,source,100,21622,0.9769230769230769,381,390,0.09920451392100638,2145,21622
sgfn,relative_vertical,identity_family_slots,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,identity_family_slots,10,462,0.1641025641025641,64,390,0.0021645021645021645,1,462
sgfn,relative_vertical,identity_family_slots,20,2529,0.44358974358974357,173,390,0.011862396204033215,30,2529
sgfn,relative_vertical,identity_family_slots,50,10427,0.8564102564102564,334,390,0.039225088711997695,409,10427
sgfn,relative_vertical,identity_family_slots,100,21622,0.9769230769230769,381,390,0.09920451392100638,2145,21622
sgfn,relative_vertical,linear_family_slots,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,linear_family_slots,10,462,0.1641025641025641,64,390,0.0,0,462
sgfn,relative_vertical,linear_family_slots,20,2529,0.4461538461538462,174,390,0.0011862396204033216,3,2529
sgfn,relative_vertical,linear_family_slots,50,10427,0.8615384615384616,336,390,0.00805600843962789,84,10427
sgfn,relative_vertical,linear_family_slots,100,21622,0.982051282051282,383,390,0.034964388123207846,756,21622
sgfn,relative_vertical,linear_pv_global,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,linear_pv_global,10,462,0.1641025641025641,64,390,0.0,0,462
sgfn,relative_vertical,linear_pv_global,20,2525,0.4461538461538462,174,390,0.001188118811881188,3,2525
sgfn,relative_vertical,linear_pv_global,50,10412,0.8641025641025641,337,390,0.0072992700729927005,76,10412
sgfn,relative_vertical,linear_pv_global,100,21529,0.982051282051282,383,390,0.03246783408425844,699,21529
sgfn,relative_vertical,linear_support_order_only,5,56,0.023076923076923078,9,390,0.0,0,56
sgfn,relative_vertical,linear_support_order_only,10,449,0.1641025641025641,64,390,0.0,0,449
sgfn,relative_vertical,linear_support_order_only,20,2501,0.4461538461538462,174,390,0.0007996801279488205,2,2501
sgfn,relative_vertical,linear_support_order_only,50,10244,0.8589743589743589,335,390,0.006149941429129247,63,10244
sgfn,relative_vertical,linear_support_order_only,100,20634,0.9794871794871794,382,390,0.02631578947368421,543,20634
sgfn,relative_vertical,linear_all_families,5,110,0.04358974358974359,17,390,0.0,0,110
sgfn,relative_vertical,linear_all_families,10,686,0.2076923076923077,81,390,0.0,0,686
sgfn,relative_vertical,linear_all_families,20,3145,0.5205128205128206,203,390,0.0012718600953895071,4,3145
sgfn,relative_vertical,linear_all_families,50,11561,0.8923076923076924,348,390,0.008909263904506531,103,11561
sgfn,relative_vertical,linear_all_families,100,23168,0.9897435897435898,386,390,0.03716332872928177,861,23168
sgfn,relative_vertical,mlp_family_slots,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,mlp_family_slots,10,462,0.1641025641025641,64,390,0.0,0,462
sgfn,relative_vertical,mlp_family_slots,20,2529,0.44871794871794873,175,390,0.00039541320680110717,1,2529
sgfn,relative_vertical,mlp_family_slots,50,10427,0.8692307692307693,339,390,0.006617435503980052,69,10427
sgfn,relative_vertical,mlp_family_slots,100,21622,0.982051282051282,383,390,0.03501063731384701,757,21622
sgfn,relative_vertical,mlp_pv_global,5,58,0.023076923076923078,9,390,0.0,0,58
sgfn,relative_vertical,mlp_pv_global,10,463,0.1641025641025641,64,390,0.0,0,463
sgfn,relative_vertical,mlp_pv_global,20,2525,0.44871794871794873,175,390,0.00039603960396039607,1,2525
sgfn,relative_vertical,mlp_pv_global,50,10360,0.8641025641025641,337,390,0.006274131274131274,65,10360
sgfn,relative_vertical,mlp_pv_global,100,21406,0.9794871794871794,382,390,0.031813510230776415,681,21406
sgfn,relative_vertical,mlp_support_order_only,5,57,0.023076923076923078,9,390,0.0,0,57
sgfn,relative_vertical,mlp_support_order_only,10,455,0.1641025641025641,64,390,0.0,0,455
sgfn,relative_vertical,mlp_support_order_only,20,2496,0.44358974358974357,173,390,0.00040064102564102563,1,2496
sgfn,relative_vertical,mlp_support_order_only,50,10132,0.8615384615384616,336,390,0.005132254243979471,52,10132
sgfn,relative_vertical,mlp_support_order_only,100,20395,0.9717948717948718,379,390,0.026771267467516548,546,20395
sgfn,relative_vertical,mlp_all_families,5,109,0.046153846153846156,18,390,0.0,0,109
sgfn,relative_vertical,mlp_all_families,10,692,0.2076923076923077,81,390,0.0,0,692
sgfn,relative_vertical,mlp_all_families,20,3142,0.5076923076923077,198,390,0.0009548058561425843,3,3142
sgfn,relative_vertical,mlp_all_families,50,11547,0.9,351,390,0.007621027106607777,88,11547
sgfn,relative_vertical,mlp_all_families,100,22968,0.9846153846153847,384,390,0.03631138975966562,834,22968
