source,audit,method,k,recall_all,recall_scope,violation,violation_ci_low,violation_ci_high,coverage,uncertainty,delta_violation,delta_violation_ci_low,delta_violation_ci_high,selected_scope,satisfied,uncertain,violated,unsupported
sgfn,mesh,relcompat3d,50,0.7449647532729103,0.5723562152133581,0.10263565891472869,0.09396402887804155,0.11247192962640061,0.9623992837958818,0.1127906976744186,-0.0334952749977752,-0.03827870918284084,-0.029525316506830875,13404,10121,1455,1324,504
sgfn,mesh,relcompat3d,100,0.9302618328298087,0.8979591836734694,0.1896,0.18271874794080745,0.1972035020165319,0.9620318111852232,0.12903333333333333,-0.05366579658867118,-0.05789561352054611,-0.04945660240818321,31184,20441,3871,5688,1184
sgfn,consensus,source,5,0.3116817724068479,0.004174397031539889,0.0,0.0,0.0,0.8983050847457628,0.0,,,,59,53,0,0,6
sgfn,consensus,source,10,0.39753272910372606,0.03525046382189239,0.024229074889867842,0.009540434034522951,0.0407673860911271,0.9360824742268041,0.09911894273127753,,,,485,398,45,11,31
sgfn,consensus,source,20,0.4911883182275932,0.14842300556586271,0.053293856402664694,0.042835274410824506,0.06654913487448588,0.9584959205391983,0.13545521835677277,,,,2819,2192,366,144,117
sgfn,consensus,source,50,0.7401812688821753,0.563543599257885,0.11560648581228562,0.10588116327664374,0.1270860166485556,0.9570277529095792,0.16105394449641408,,,,13404,9279,2066,1483,576
sgfn,consensus,source,100,0.9234642497482377,0.8854359925788498,0.2154981549815498,0.20746703761925095,0.22468326511255882,0.9559389430477168,0.17655149278765514,,,,31184,18123,5263,6424,1374
sgfn,consensus,relcompat3d,5,0.3116817724068479,0.004174397031539889,0.0,0.0,0.0,0.8983050847457628,0.0,0.0,0.0,0.0,59,53,0,0,6
sgfn,consensus,relcompat3d,10,0.39753272910372606,0.03525046382189239,0.015384615384615385,0.004114386495338877,0.030304800339847067,0.9381443298969072,0.0989010989010989,-0.008844459505252457,-0.019422522699730247,-2.9563028491818698e-05,485,403,45,7,30
sgfn,consensus,relcompat3d,20,0.4914400805639476,0.14888682745825602,0.03890329751759911,0.03099640480016404,0.047754852135597825,0.9574317133735367,0.13486476472767692,-0.014390558885065581,-0.022164070403677263,-0.008392099940750459,2819,2230,364,105,120
sgfn,consensus,relcompat3d,50,0.7449647532729103,0.5723562152133581,0.08133374883141166,0.07340889564923996,0.0900815266826756,0.957624589674724,0.16539420380180742,-0.034272736980873963,-0.03923829795244254,-0.029977469858341987,13404,9669,2123,1044,568
sgfn,consensus,relcompat3d,100,0.9302618328298087,0.8979591836734694,0.15981245813797723,0.15286886396124358,0.16711239917340326,0.9575423293996922,0.18901540522438043,-0.05568569684357258,-0.0603181118746082,-0.05119657862941357,31184,19444,5644,4772,1324
